"Path","Ext","Size","Lines"
"frontend\src\services\task-list\taskList.service.ts",".ts","1314","29"
"frontend\src\shared\antd-imports.ts",".ts","6851","343"
"frontend\src\shared\constants.ts",".ts","11463","563"
"frontend\src\shared\socket-events.ts",".ts","1804","70"
"frontend\src\shared\worklenz-analytics-events.ts",".ts","9919","148"
"frontend\src\socket\config.ts",".ts","236","10"
"frontend\src\socket\socketContext.tsx",".tsx","7064","174"
"frontend\src\styles\colors.ts",".ts","573","22"
"frontend\src\styles\customOverrides.css",".css","4507","149"
"frontend\src\styles\performance-optimizations.css",".css","5866","251"
"frontend\src\styles\task-management.css",".css","13884","522"
"frontend\src\test\setup.ts",".ts","2075","75"
"frontend\src\test-load.ts",".ts","341","5"
"frontend\src\types\account-setup\survey.types.ts",".ts","1564","45"
"frontend\src\types\admin-center\admin-center.types.ts",".ts","5326","210"
"frontend\src\types\admin-center\country.types.ts",".ts","103","5"
"frontend\src\types\admin-center\team.types.ts",".ts","176","9"
"frontend\src\types\advanced-gantt.types.ts",".ts","8478","285"
"frontend\src\types\alert.types.ts",".ts","452","18"
"frontend\src\types\apiModels\taskPrioritiesGetResponse.types.ts",".ts","160","4"
"frontend\src\types\auth\local-session.types.ts",".ts","892","31"
"frontend\src\types\auth\login.types.ts",".ts","727","32"
"frontend\src\types\auth\signup.types.ts",".ts","238","10"
"frontend\src\types\auth\verify-reset-email.types.ts",".ts","133","6"
"frontend\src\types\avatarAttachment.types.ts",".ts","97","5"
"frontend\src\types\categories.types.ts",".ts","108","5"
"frontend\src\types\client.types.ts",".ts","312","14"
"frontend\src\types\common.types.ts",".ts","112","6"
"frontend\src\types\dependencies.types.ts",".ts","119","6"
"frontend\src\types\heroicons-react.d.ts",".ts","383","7"
"frontend\src\types\home\home-page.types.ts",".ts","687","23"
"frontend\src\types\home\my-tasks.types.ts",".ts","419","12"
"frontend\src\types\home\tasks.types.ts",".ts","748","30"
"frontend\src\types\home\user-activity.types.ts",".ts","820","30"
"frontend\src\types\job.types.ts",".ts","175","9"
"frontend\src\types\label.type.ts",".ts","192","10"
"frontend\src\types\member.types.ts",".ts","253","10"
"frontend\src\types\mixpanel.types.ts",".ts","295","13"
"frontend\src\types\notification.types.ts",".ts","36","1"
"frontend\src\types\notifications\notifications.types.ts",".ts","614","22"
"frontend\src\types\phase.types.ts",".ts","226","11"
"frontend\src\types\project.types.ts",".ts","1301","47"
"frontend\src\types\project\groupedProjectsViewModel.types.ts",".ts","334","12"
"frontend\src\types\project\project.types.ts",".ts","3849","135"
"frontend\src\types\project\projectAccessLevel.types.ts",".ts","94","5"
"frontend\src\types\project\projectCategory.types.ts",".ts","309","13"
"frontend\src\types\project\projectComments.types.ts",".ts","557","23"
"frontend\src\types\project\projectFilterConfig.types.ts",".ts","352","14"
"frontend\src\types\project\projectHealth.types.ts",".ts","166","8"
"frontend\src\types\project\projectInsights.types.ts",".ts","1462","52"
"frontend\src\types\project\project-insights.types.ts",".ts","1999","73"
"frontend\src\types\project\projectManager.types.ts",".ts","121","6"
"frontend\src\types\project\projectMember.types.ts",".ts","143","6"
"frontend\src\types\project\projectStatus.types.ts",".ts","186","9"
"frontend\src\types\project\projectsViewModel.types.ts",".ts","350","14"
"frontend\src\types\project\projectTasksViewModel.types.ts",".ts","2753","98"
"frontend\src\types\project\projectTemplate.types.ts",".ts","370","17"
"frontend\src\types\project\projectViewModel.types.ts",".ts","1915","63"
"frontend\src\types\project\project-view-model.types.ts",".ts","262","11"
"frontend\src\types\project-list\project-list.types.ts",".ts","1656","43"
"frontend\src\types\projectMember.types.ts",".ts","510","18"
"frontend\src\types\project-roadmap.types.ts",".ts","1364","57"
"frontend\src\types\project-templates\project-templates.types.ts",".ts","1217","58"
"frontend\src\types\reporting\reporting.types.ts",".ts","9517","393"
"frontend\src\types\reporting\reporting-allocation.types.ts",".ts","512","17"
"frontend\src\types\reporting\reporting-filters.types.ts",".ts","633","19"
"frontend\src\types\schedule\schedule.types.ts",".ts","477","24"
"frontend\src\types\schedule\schedule-v2.types.ts",".ts","1145","54"
"frontend\src\types\settings\notifications.types.ts",".ts","202","6"
"frontend\src\types\settings\profile.types.ts",".ts","93","5"
"frontend\src\types\settings\task-templates.types.ts",".ts","292","11"
"frontend\src\types\settings\timezone.types.ts",".ts","111","6"
"frontend\src\types\socket.types.ts",".ts","197","11"
"frontend\src\types\status.types.ts",".ts","621","26"
"frontend\src\types\task.types.ts",".ts","1075","35"
"frontend\src\types\task-list-field.types.ts",".ts","579","26"
"frontend\src\types\task-management.types.ts",".ts","5682","185"
"frontend\src\types\tasks\bulk-action-bar.types.ts",".ts","879","35"
"frontend\src\types\tasks\subTask.types.ts",".ts","487","17"
"frontend\src\types\tasks\task.types.ts",".ts","2408","84"
"frontend\src\types\tasks\task-activity-logs-get-request.ts",".ts","1484","58"
"frontend\src\types\tasks\task-assignee-update-response.ts",".ts","452","12"
"frontend\src\types\tasks\task-attachment-view-model.ts",".ts","490","22"
"frontend\src\types\tasks\task-comments.types.ts",".ts","980","37"
"frontend\src\types\tasks\task-create-request.types.ts",".ts","576","23"
"frontend\src\types\tasks\task-dependency.types.ts",".ts","285","12"
"frontend\src\types\tasks\taskLabel.types.ts",".ts","278","13"
"frontend\src\types\tasks\taskList.types.ts",".ts","2596","96"
"frontend\src\types\tasks\taskListFilters.types.ts",".ts","1225","42"
"frontend\src\types\tasks\task-list-priority.types.ts",".ts","182","7"
"frontend\src\types\tasks\task-list-status.types.ts",".ts","387","16"
"frontend\src\types\tasks\task-log-view.types.ts",".ts","438","19"
"frontend\src\types\tasks\taskPhase.types.ts",".ts","112","6"
"frontend\src\types\tasks\task-phase-change-response.ts",".ts","142","6"
"frontend\src\types\tasks\taskPriority.types.ts",".ts","267","11"
"frontend\src\types\tasks\task-recurring-schedule.ts",".ts","862","33"
"frontend\src\types\tasks\taskStatus.types.ts",".ts","562","21"
"frontend\src\types\tasks\taskStatusCategory.types.ts",".ts","126","6"
"frontend\src\types\tasks\task-status-create-request.ts",".ts","245","8"
"frontend\src\types\tasks\taskStatusGetResponse.types.ts",".ts","169","5"
"frontend\src\types\tasks\task-status-update-model.types.ts",".ts","113","5"
"frontend\src\types\teamMembers\inlineMember.types.ts",".ts","168","8"
"frontend\src\types\teamMembers\teamMember.types.ts",".ts","262","12"
"frontend\src\types\teamMembers\team-member-create-request.ts",".ts","205","6"
"frontend\src\types\teamMembers\teamMembersGetResponse.types.ts",".ts","1776","69"
"frontend\src\types\teamMembers\teamMembersViewModel.types.ts",".ts","172","5"
"frontend\src\types\teams\team.type.ts",".ts","947","42"
"frontend\src\types\timeSheet\project.types.ts",".ts","98","5"
"frontend\src\types\todo.types.ts",".ts","95","5"
"frontend\src\types\updates.types.ts",".ts","114","6"
"frontend\src\types\user.types.ts",".ts","106","6"
"frontend\src\utils\asset-optimizations.ts",".ts","16298","518"
"frontend\src\utils\cache-cleanup.ts",".ts","5520","146"
"frontend\src\utils\calculate-time-difference.ts",".ts","1162","36"
"frontend\src\utils\calculate-time-gap.ts",".ts","522","9"
"frontend\src\utils\check-task-dependency-status.ts",".ts","498","12"
"frontend\src\utils\colorUtils.ts",".ts","758","16"
"frontend\src\utils\css-optimizations.ts",".ts","16695","520"
"frontend\src\utils\current-date-string.ts",".ts","1358","56"
"frontend\src\utils\dateUtils.ts",".ts","2115","55"
"frontend\src\utils\debug-performance.ts",".ts","9024","239"
"frontend\src\utils\durationDateFormat.ts",".ts","930","21"
"frontend\src\utils\enhanced-performance-monitoring.ts",".ts","20535","591"
"frontend\src\utils\errorLogger.ts",".ts","4862","127"
"frontend\src\utils\fetchData.ts",".ts","346","13"
"frontend\src\utils\file-utils.ts",".ts","293","7"
"frontend\src\utils\format-date-time-with-locale.ts",".ts","501","10"
"frontend\src\utils\format-date-time-with-user-timezone.ts",".ts","3363","90"
"frontend\src\utils\gantt-performance.ts",".ts","11517","394"
"frontend\src\utils\get-initial-theme.ts",".ts","240","10"
"frontend\src\utils\getPriorityColors.ts",".ts","482","18"
"frontend\src\utils\getStatusColor.ts",".ts","468","18"
"frontend\src\utils\greetingString.ts",".ts","1981","57"
"frontend\src\utils\labelUtils.ts",".ts","1111","32"
"frontend\src\utils\language-utils.ts",".ts","1215","32"
"frontend\src\utils\localStorageFunctions.ts",".ts","615","14"
"frontend\src\utils\mixpanelInit.ts",".ts","537","14"
"frontend\src\utils\performance.ts",".ts","4606","142"
"frontend\src\utils\performance-monitor.ts",".ts","9643","254"
"frontend\src\utils\performance-optimizer.ts",".ts","8506","245"
"frontend\src\utils\project-group.ts",".ts","1342","41"
"frontend\src\utils\project-list-utils.ts",".ts","952","20"
"frontend\src\utils\projectUtils.ts",".ts","351","10"
"frontend\src\utils\redux-optimizations.ts",".ts","9377","287"
"frontend\src\utils\routePreloader.ts",".ts","5205","159"
"frontend\src\utils\sanitizeInput.ts",".ts","1027","30"
"frontend\src\utils\schedule.ts",".ts","151","3"
"frontend\src\utils\serviceWorkerRegistration.ts",".ts","9642","273"
"frontend\src\utils\session-helper.ts",".ts","1980","48"
"frontend\src\utils\simpleDateFormat.ts",".ts","709","18"
"frontend\src\utils\sort-team-members.ts",".ts","955","28"
"frontend\src\utils\task-management-mock-data.ts",".ts","6453","151"
"frontend\src\utils\test-utils.ts",".ts","348","12"
"frontend\src\utils\themeWiseColor.ts",".ts","255","5"
"frontend\src\utils\timeUtils.ts",".ts","352","10"
"frontend\src\utils\timeZoneCurrencyMap.ts",".ts","294","7"
"frontend\src\utils\toCamelCase.ts",".ts","142","3"
"frontend\src\utils\toQueryString.ts",".ts","501","18"
"frontend\src\utils\validateEmail.ts",".ts","493","10"
"frontend\src\vite-env.d.ts",".ts","234","9"
"frontend\tailwind.config.js",".js","611","26"
"frontend\tsconfig.json",".json","855","31"
"frontend\vite.config.mts",".mts","5747","151"
"frontend\vitest.config.ts",".ts","1512","37"
"INSIGHTS_TROUBLESHOOTING.md",".md","4425","146"
"ISSUE_TEMPLATE\bug.yml",".yml","668","32"
"ISSUE_TEMPLATE\docs_issue.yml",".yml","587","22"
"ISSUE_TEMPLATE\feature_request.yml",".yml","655","27"
"ISSUE_TEMPLATE\feature_spec.yml",".yml","746","29"
"ISSUE_TEMPLATE\security_issue.yml",".yml","802","29"
"LICENSE","","35184","544"
"manage.sh",".sh","52788","1299"
"MONGODB_MIGRATION_GUIDE.md",".md","7574","203"
"nginx\conf.d\worklenz.conf",".conf","7419","205"
"nginx\nginx.conf",".conf","1737","47"
"package-lock.json",".json","93","6"
"quick-setup.sh",".sh","13589","286"
"README.md",".md","15565","360"
"SETUP_THE_PROJECT.md",".md","684","32"
